Vuosi,Kk,Pv,Klo,Aikavyöhyke,Pilvien määrä (1/8),Ilmanpaine (msl) (hPa),Suhteellinen kosteus (%),Sateen intensiteetti (mm/h),Lumensyvyys (cm),Ilman lämpötila (degC),Kastepistelämpötila (degC),Näkyvyys (m),Tuulen suunta (deg),Puuskanopeus (m/s),Tuulen nopeus (m/s)
2019,7,12,22:00,UTC,0,1009.7,83,0,-1,9,6.2,50000,20,1.5,0.7
2019,7,12,23:00,UTC,0,1009.5,87,0,-1,8.3,6.2,43008,73,1.2,0.7
2019,7,13,00:00,UTC,0,1009.4,88,0,-1,7.8,5.9,48007,257,1,0.5
2019,7,13,01:00,UTC,0,1009.4,90,0,-1,5.4,4,28173,,,
2019,7,13,02:00,UTC,0,1009.5,93,0,-1,4.8,3.8,25712,188,1.5,1.4
2019,7,13,03:00,UTC,0,1009.6,91,0,-1,6.5,5.1,27263,152,1.4,0.9
2019,7,13,04:00,UTC,0,1009.4,77,0,-1,11.9,8,37957,2,2.2,1.3
2019,7,13,05:00,UTC,0,1009.2,73,0,-1,13.8,9,39303,3,3.5,2.6
2019,7,13,06:00,UTC,0,1009.4,72,0,-1,14.8,9.8,37666,56,3.6,2.5
2019,7,13,07:00,UTC,0,1009.7,60,0,-1,15.5,7.8,37519,28,6,2.8
2019,7,13,08:00,UTC,4,1009.9,54,0,-1,16.4,7.1,48098,32,6.3,4.2
2019,7,13,09:00,UTC,7,1010,54,0,-1,15.9,6.6,45319,28,6.9,4.1
2019,7,13,10:00,UTC,7,1010.4,52,0,-1,15.8,6.1,40105,33,8.8,5.5
2019,7,13,11:00,UTC,7,1010.5,53,0,-1,15.7,6.2,44697,47,7.3,4.8
2019,7,13,12:00,UTC,7,1010.6,54,0,-1,15.5,6.3,41834,38,6,3.5
2019,7,13,13:00,UTC,7,1010.7,56,0,-1,15.3,6.6,44986,12,7.7,5.3
2019,7,13,14:00,UTC,6,1010.5,53,0,-1,16.9,7.2,42406,5,6.4,3.9
2019,7,13,15:00,UTC,1,1010.6,48,0,-1,16.4,5.5,48050,353,6.5,4
2019,7,13,16:00,UTC,3,1010.7,51,0,-1,16,5.7,46828,7,5.7,4.2
2019,7,13,17:00,UTC,7,1010.9,61,0,-1,15.1,7.7,50000,22,5.6,3.7
2019,7,13,18:00,UTC,5,1011.1,65,0,-1,14.1,7.6,50000,27,3.9,2.7
2019,7,13,19:00,UTC,0,1011.5,73,0,-1,12.1,7.3,50000,344,3.7,3
2019,7,13,20:00,UTC,4,1011.7,78,0,-1,10.8,7.2,50000,341,2.8,2.2
2019,7,13,21:00,UTC,5,1011.7,83,0,-1,9.5,6.8,50000,356,2,1.5
2019,7,13,22:00,UTC,5,1012,84,0,-1,9.1,6.5,49402,352,3.5,3
2019,7,13,23:00,UTC,3,1012.1,86,0,-1,8.4,6.2,50000,14,2.7,2.1
2019,7,14,00:00,UTC,4,1012.6,91,0,-1,7.7,6.3,49747,1,2.9,2.4
2019,7,14,01:00,UTC,7,1012.6,93,0,-1,7.7,6.6,45671,360,3.9,3.3
2019,7,14,02:00,UTC,6,1012.4,94,0,-1,8.3,7.5,40811,347,3.4,2.8
2019,7,14,03:00,UTC,2,1012.5,93,0,-1,8.9,7.8,42820,12,2.6,1.9
2019,7,14,04:00,UTC,0,1012.3,86,0,-1,11.6,9.4,35372,324,1.5,0.7
2019,7,14,05:00,UTC,1,1012.3,77,0,-1,13.2,9.2,37870,14,5.6,3.7
2019,7,14,06:00,UTC,5,1012.1,65,0,-1,14.3,7.8,40395,20,7.7,5.3
2019,7,14,07:00,UTC,7,1012.2,64,0,-1,14.1,7.4,45380,32,6.3,4.2
2019,7,14,08:00,UTC,7,1012.1,60,0,-1,15.5,7.7,37265,29,4.9,3.3
2019,7,14,09:00,UTC,7,1012.2,58,0,-1,15.3,7,47156,35,4.8,3.1
2019,7,14,10:00,UTC,7,1012.3,58,0,-1,15.2,7.1,40191,23,5.4,3.6
2019,7,14,11:00,UTC,2,1012,47,0,-1,16.5,5.1,47262,35,4.9,2.8
2019,7,14,12:00,UTC,5,1011.8,45,0,-1,17.2,5.1,41594,18,5.2,3.1
2019,7,14,13:00,UTC,6,1011.7,45,0,-1,17.7,5.5,40503,35,5,3.1
2019,7,14,14:00,UTC,7,1011.8,52,0,-1,16.9,6.9,48469,14,5.2,2.9
2019,7,14,15:00,UTC,6,1011.8,54,0,-1,16.5,7.2,50000,4,4.9,3
2019,7,14,16:00,UTC,7,1011.5,51,0,-1,17.6,7.4,46601,52,5.2,3.5
2019,7,14,17:00,UTC,1,1011.5,52,0,-1,16.7,7,50000,3,6.7,5
2019,7,14,18:00,UTC,2,1011.5,56,0,-1,15.6,6.7,46557,346,5.8,4.4
2019,7,14,19:00,UTC,0,1011.5,65,0,-1,13.2,6.7,50000,5,3.4,2.9
2019,7,14,20:00,UTC,7,1011.9,79,0,-1,10.7,7.2,50000,350,2.3,1.7
2019,7,14,21:00,UTC,7,1011.7,79,0,-1,10.4,7,50000,334,1.4,1
2019,7,14,22:00,UTC,7,1011.7,88,0,-1,8.7,6.8,50000,333,1.5,1.2
2019,7,14,23:00,UTC,7,1011.5,90,0,-1,8.1,6.6,50000,330,0.9,0.7
2019,7,15,00:00,UTC,8,1011.4,91,0,-1,8.3,7,50000,0,0,0
2019,7,15,01:00,UTC,7,1011.2,93,0,-1,8.1,7,46241,63,1,0.8
2019,7,15,02:00,UTC,8,1011,93,0,-1,8,6.9,45797,0,0,0
2019,7,15,03:00,UTC,7,1010.7,93,0,-1,8.6,7.5,45498,307,1.8,1
2019,7,15,04:00,UTC,8,1010.5,89,0,-1,10.2,8.4,41099,0,0,0
2019,7,15,05:00,UTC,6,1010.3,85,0,-1,11.2,8.9,44688,0,0,0
2019,7,15,06:00,UTC,5,1010,80,0,-1,12.6,9.2,38299,205,1.5,0.5
2019,7,15,07:00,UTC,5,1009.5,69,0,-1,14.7,9.1,39403,159,1.4,0.7
2019,7,15,08:00,UTC,7,1009.6,69,0,-1,14.8,9.2,46690,65,2.4,1.2
2019,7,15,09:00,UTC,7,1009.2,64,0,-1,16.5,9.7,34743,311,3,1.5
2019,7,15,10:00,UTC,7,1008.8,55,0,-1,17.4,8.2,39862,117,2.5,1.4
2019,7,15,11:00,UTC,7,1008.6,55,0,-1,18.1,8.8,45719,184,4.1,1.4
2019,7,15,12:00,UTC,7,1008.5,55,0,-1,18,8.9,47787,281,1.7,0.7
2019,7,15,13:00,UTC,8,1008.4,55,0,-1,17.7,8.6,48992,9,1.9,1.5
2019,7,15,14:00,UTC,8,1008.2,60,0,-1,17.5,9.7,30507,17,1.4,1
2019,7,15,15:00,UTC,8,1008.1,77,0.4,-1,16.3,12.2,26831,37,2.7,2
2019,7,15,16:00,UTC,8,1007.9,71,0,-1,16.4,11,46234,9,2.5,2.1
2019,7,15,17:00,UTC,7,1007.7,71,0,-1,15.8,10.6,50000,30,3.7,2.4
2019,7,15,18:00,UTC,7,1007.6,69,0,-1,15.9,10.2,47614,40,4.2,2.4
2019,7,15,19:00,UTC,8,1007.6,70,0,-1,14.9,9.5,48276,61,4.2,2.9
2019,7,15,20:00,UTC,8,1007.6,76,0,-1,13.5,9.4,50000,47,3.9,2.5
2019,7,15,21:00,UTC,7,1007.6,77,0,-1,12.7,8.8,50000,54,4.1,2.8
2019,7,15,22:00,UTC,7,1007.5,74,0,-1,13.6,9.1,50000,64,5.2,3.3
2019,7,15,23:00,UTC,8,1007.7,73,0,-1,13.8,9.1,47962,71,5.5,3.6
2019,7,16,00:00,UTC,8,1007.6,76,0,-1,13.6,9.4,50000,65,6.3,4.1
2019,7,16,01:00,UTC,8,1007.6,78,0,-1,13.2,9.5,48113,58,5.7,3.7
2019,7,16,02:00,UTC,7,1007.8,81,0,-1,12.9,9.7,46688,65,5.4,3.4
2019,7,16,03:00,UTC,7,1007.9,85,0,-1,12.5,10,42288,67,5.9,3.5
2019,7,16,04:00,UTC,7,1008.1,80,0,-1,13.6,10.1,49055,60,5.9,3.5
2019,7,16,05:00,UTC,5,1008.4,78,0,-1,14.3,10.4,50000,60,5.1,3.3
2019,7,16,06:00,UTC,7,1008.5,75,0,-1,14.9,10.5,41299,58,6.7,4.3
2019,7,16,07:00,UTC,7,1008.8,72,0,-1,15.7,10.8,50000,74,6.7,3.6
2019,7,16,08:00,UTC,7,1008.9,71,0,-1,16.7,11.5,41237,63,6,3.8
2019,7,16,09:00,UTC,7,1009.2,69,0,-1,17.2,11.4,45185,65,6.9,4.2
2019,7,16,10:00,UTC,7,1009.5,61,0,-1,18.3,10.7,35450,80,8.4,5
2019,7,16,11:00,UTC,2,1009.6,62,0,-1,18.2,10.7,45478,67,7.8,4.6
2019,7,16,12:00,UTC,6,1009.8,61,0,-1,18.1,10.4,50000,69,7.1,4.4
2019,7,16,13:00,UTC,7,1010.3,96,3.2,-1,14,13.4,6536,31,3.1,1.9
2019,7,16,14:00,UTC,7,1010.7,92,0,-1,15,13.7,32563,356,3.2,2.2
2019,7,16,15:00,UTC,7,1011,93,0.5,-1,14.7,13.7,16738,231,3.8,2.9
2019,7,16,16:00,UTC,8,1011.5,93,0,-1,15.1,14,22811,107,3.1,1.8
2019,7,16,17:00,UTC,8,1011.6,94,0.7,-1,14.1,13.1,19646,70,3.7,2.4
2019,7,16,18:00,UTC,8,1011.8,92,0,-1,13.5,12.2,43187,87,3,2
2019,7,16,19:00,UTC,7,1012,95,0.8,-1,12.8,12.1,15969,34,2.8,2
2019,7,16,20:00,UTC,8,1012,98,0.9,-1,12.3,12,17645,66,3,2.1
2019,7,16,21:00,UTC,7,1012.2,98,0,-1,12.1,11.8,14757,99,1.8,1.2
2019,7,16,22:00,UTC,8,1012,99,0,-1,12.2,12,19484,7,3,2.4
2019,7,16,23:00,UTC,8,1012.2,98,1,-1,12,11.7,9755,21,1,0.7
2019,7,17,00:00,UTC,8,1012.1,99,0.3,-1,11.8,11.7,13655,25,2.3,1.7
2019,7,17,01:00,UTC,8,1012.2,98,0.1,-1,11.7,11.5,17903,44,1.9,0.5
2019,7,17,02:00,UTC,8,1012.2,99,0.4,-1,11.6,11.5,14887,351,2.6,1.8
2019,7,17,03:00,UTC,8,1012.1,98,0.4,-1,11.9,11.6,17900,17,3.3,2.2
2019,7,17,04:00,UTC,7,1012.1,98,0.4,-1,12.1,11.8,10277,7,3,2.1
2019,7,17,05:00,UTC,7,1012.1,98,0.4,-1,12.1,11.8,6785,16,2.3,1.6
2019,7,17,06:00,UTC,8,1012.1,97,1.9,-1,12.1,11.7,5304,71,2.7,1.8
2019,7,17,07:00,UTC,7,1012,97,2.2,-1,12.8,12.3,8421,10,2.9,1.9
2019,7,17,08:00,UTC,7,1011.9,93,0,-1,13.6,12.5,17313,62,2.5,1.7
2019,7,17,09:00,UTC,7,1012,81,0,-1,15,11.8,36101,12,3.2,1.8
2019,7,17,10:00,UTC,7,1011.9,75,0,-1,15.8,11.4,44593,37,2.7,1.6
2019,7,17,11:00,UTC,7,1011.7,77,0,-1,16.3,12.3,40415,44,2.5,1.4
2019,7,17,12:00,UTC,5,1011.5,61,0,-1,17.3,9.7,29884,132,2.1,1.2
2019,7,17,13:00,UTC,3,1011.3,63,0,-1,17.6,10.4,39548,71,3.9,1.7
2019,7,17,14:00,UTC,5,1011.2,68,0,-1,18,12.1,41410,52,5,3.1
2019,7,17,15:00,UTC,0,1011.1,59,0,-1,18.3,10.2,45769,23,1.9,0.9
2019,7,17,16:00,UTC,5,1011.1,70,0,-1,17,11.4,50000,12,3.6,2.6
2019,7,17,17:00,UTC,1,1011.1,69,0,-1,16.7,11.1,50000,46,1.9,1.3
2019,7,17,18:00,UTC,5,1011.4,79,0,-1,15.5,11.8,50000,50,1.8,1.2
2019,7,17,19:00,UTC,0,1011.5,89,0,-1,14.1,12.4,48346,72,2.6,1.7
2019,7,17,20:00,UTC,7,1011.7,92,0,-1,12.9,11.5,50000,359,2.2,1.7
2019,7,17,21:00,UTC,6,1012,95,0,-1,12,11.2,46086,6,2.1,1.9
2019,7,17,22:00,UTC,1,1012.1,95,0,-1,11,10.3,48072,20,1.8,1.6
2019,7,17,23:00,UTC,0,1012.3,96,0,-1,10.9,10.4,42716,9,1.5,1.1
2019,7,18,00:00,UTC,0,1012.4,98,0,-1,10.1,9.8,23023,11,2.7,2.1
2019,7,18,01:00,UTC,9,1012.6,99,0,-1,8.2,8.1,176,12,0.9,0.7
2019,7,18,02:00,UTC,9,1012.7,99,0,-1,7.2,7.1,309,7,1.3,1.1
2019,7,18,03:00,UTC,6,1012.8,100,0,-1,7.7,7.7,1644,12,2.2,1.8
2019,7,18,04:00,UTC,0,1013,91,0,-1,11.7,10.3,43501,0,0,0
2019,7,18,05:00,UTC,0,1013.1,88,0,-1,13.7,11.8,34809,86,2,1.3
2019,7,18,06:00,UTC,0,1013,74,0,-1,15.6,11.1,32019,49,4.9,3
2019,7,18,07:00,UTC,0,1012.9,65,0,-1,17,10.4,43912,73,4.5,2.8
2019,7,18,08:00,UTC,1,1012.9,61,0,-1,17.3,9.8,35471,25,5.8,3.2
2019,7,18,09:00,UTC,2,1012.8,57,0,-1,18.6,9.8,36852,64,4.4,2
2019,7,18,10:00,UTC,3,1012.7,55,0,-1,19,9.9,41032,347,4.6,3.5
2019,7,18,11:00,UTC,5,1012.5,49,0,-1,20,8.9,30946,1,5.4,3.4
2019,7,18,12:00,UTC,3,1012.5,52,0,-1,19.9,9.7,34532,17,5,3.7
2019,7,18,13:00,UTC,1,1012.3,45,0,-1,20,7.8,39714,344,5.7,3.9
2019,7,18,14:00,UTC,2,1012.2,48,0,-1,20.7,9.3,42651,23,5.7,3.2
2019,7,18,15:00,UTC,0,1012.1,58,0,-1,18.5,10,50000,11,4.4,3.4
2019,7,18,16:00,UTC,0,1012.2,56,0,-1,17.7,9,50000,349,6,4.4
2019,7,18,17:00,UTC,0,1012.3,51,0,-1,18.6,8.2,50000,360,6.1,4.7
2019,7,18,18:00,UTC,0,1012.4,54,0,-1,17.3,7.8,50000,354,4.9,3.6
2019,7,18,19:00,UTC,0,1012.7,62,0,-1,15.3,8,50000,348,3.8,3
2019,7,18,20:00,UTC,0,1012.8,71,0,-1,13.2,8.1,50000,356,3.4,2.7
2019,7,18,21:00,UTC,0,1013,83,0,-1,11.2,8.5,50000,358,2.3,1.9
2019,7,18,22:00,UTC,0,1013.2,91,0,-1,10.6,9.2,42696,349,2.3,1.9
2019,7,18,23:00,UTC,0,1013.2,94,0,-1,10,9.2,33626,359,2.4,2.2
2019,7,19,00:00,UTC,0,1013.2,97,0,-1,9.7,9.3,19830,342,2.5,2
2019,7,19,01:00,UTC,0,1013.1,99,0,-1,9.2,9.1,8442,351,1.8,1.5
2019,7,19,02:00,UTC,0,1013.2,99,0,-1,9.5,9.4,7907,352,2.7,2.1
2019,7,19,03:00,UTC,6,1013.3,97,0,-1,9.9,9.4,1810,38,2.5,1.7
2019,7,19,04:00,UTC,0,1013.3,94,0,-1,11.9,10.9,28264,17,2,1.5
2019,7,19,05:00,UTC,0,1013.3,90,0,-1,13.3,11.6,34849,,,
2019,7,19,06:00,UTC,0,1013.3,79,0,-1,16.1,12.4,40023,324,1.8,0.9
2019,7,19,07:00,UTC,0,1013.2,67,0,-1,18.1,11.8,39068,40,5.1,2.8
2019,7,19,08:00,UTC,2,1013,62,0,-1,19.1,11.7,34919,8,4.8,3.4
2019,7,19,09:00,UTC,3,1012.9,58,0,-1,20,11.4,41462,36,6,4
2019,7,19,10:00,UTC,3,1012.6,51,0,-1,20.5,10,40421,19,6.3,3.5
2019,7,19,11:00,UTC,3,1012.5,49,0,-1,20.9,9.7,34206,358,6.6,3.1
2019,7,19,12:00,UTC,1,1012.2,46,0,-1,21.4,9.3,40738,3,8.3,4.7
2019,7,19,13:00,UTC,5,1011.9,41,0,-1,22,8.3,41446,10,4.6,2.5
2019,7,19,14:00,UTC,2,1011.9,45,0,-1,21.9,9.5,43711,13,6.8,4.1
2019,7,19,15:00,UTC,0,1012,44,0,-1,21.5,8.8,46435,2,6.7,4.8
2019,7,19,16:00,UTC,0,1012.1,42,0,-1,20.9,7.4,49302,3,6.6,5.1
2019,7,19,17:00,UTC,0,1012.1,44,0,-1,19.8,7.1,50000,4,6.1,4.7
2019,7,19,18:00,UTC,0,1012.3,54,0,-1,18.3,8.8,50000,7,5.3,3.8
2019,7,19,19:00,UTC,0,1012.4,62,0,-1,16.1,8.8,50000,348,4,3.1
2019,7,19,20:00,UTC,0,1012.7,67,0,-1,14.1,8,50000,328,2.5,1.8
2019,7,19,21:00,UTC,0,1013.2,79,0,-1,11.5,7.9,50000,2,1.9,1.6
2019,7,19,22:00,UTC,0,1013.5,83,0,-1,11.5,8.7,50000,353,2.5,2.1
2019,7,19,23:00,UTC,0,1013.7,87,0,-1,11,9,50000,4,1.8,1.4
2019,7,20,00:00,UTC,0,1013.6,91,0,-1,10.1,8.7,50000,3,1.4,1
2019,7,20,01:00,UTC,0,1014,97,0,-1,8.2,7.7,40020,272,1.3,0.9
2019,7,20,02:00,UTC,0,1014.3,98,0,-1,8,7.7,5812,0,0,0
2019,7,20,03:00,UTC,0,1014.3,88,0,-1,10.9,9,39443,359,2.3,1.5
2019,7,20,04:00,UTC,0,1014.3,90,0,-1,13.1,11.4,36402,48,1.8,1
2019,7,20,05:00,UTC,0,1014.4,88,0,-1,15.3,13.2,42263,24,3.7,2.6
2019,7,20,06:00,UTC,0,1014.6,79,0,-1,17.4,13.7,45043,42,3.9,2.4
2019,7,20,07:00,UTC,0,1014.9,70,0,-1,19,13.4,38035,44,2.6,1.3
2019,7,20,08:00,UTC,2,1014.9,69,0,-1,19.9,14.1,40662,16,3.2,2
2019,7,20,09:00,UTC,1,1014.9,49,0,-1,20.7,9.6,33416,47,2.6,1.5
2019,7,20,10:00,UTC,5,1015.1,52,0,-1,21.1,10.8,38591,69,4.8,1.5
2019,7,20,11:00,UTC,1,1015.1,46,0,-1,21.6,9.5,42532,59,4.2,2.6
2019,7,20,12:00,UTC,1,1015.2,44,0,-1,23.3,10.3,36174,59,2.7,1.6
2019,7,20,13:00,UTC,6,1015.1,50,0,-1,22.4,11.5,50000,329,1.6,0.6
2019,7,20,14:00,UTC,7,1015,44,0,-1,22.7,9.8,44899,245,1.8,0.8
2019,7,20,15:00,UTC,6,1015,51,0,-1,22.5,11.8,44003,51,2,1.6
2019,7,20,16:00,UTC,3,1014.9,51,0,-1,22.7,12.1,48535,47,2.6,1.9
2019,7,20,17:00,UTC,0,1015.1,53,0,-1,22.1,12,50000,324,4.2,3.1
2019,7,20,18:00,UTC,0,1015.2,59,0,-1,20.7,12.4,50000,322,3.8,2.7
2019,7,20,19:00,UTC,0,1015.5,70,0,-1,18.2,12.6,50000,356,1.6,1.2
2019,7,20,20:00,UTC,0,1015.9,88,0,-1,14.6,12.6,47105,0,0,0
2019,7,20,21:00,UTC,0,1016.3,92,0,-1,13.2,11.9,46520,18,1.6,1
2019,7,20,22:00,UTC,0,1016.7,96,0,-1,11.8,11.2,26586,20,0.8,0.7
2019,7,20,23:00,UTC,0,1016.9,98,0,-1,10.8,10.5,28700,0,0,0
2019,7,21,00:00,UTC,0,1017,100,0,-1,10.2,10.2,14938,11,0.7,0.5
2019,7,21,01:00,UTC,0,1016.8,100,0,-1,9.3,9.2,806,0,0,0
2019,7,21,02:00,UTC,0,1016.8,99,0,-1,9,8.9,17313,25,1.1,0.8
2019,7,21,03:00,UTC,0,1016.7,91,0,-1,10.9,9.4,45107,0,0,0
2019,7,21,04:00,UTC,0,1016.9,89,0,-1,13.3,11.5,38696,52,1,0.6
2019,7,21,05:00,UTC,0,1016.7,75,0,-1,17.2,12.7,39499,0,0,0
2019,7,21,06:00,UTC,0,1016.7,68,0,-1,19.8,13.7,35544,123,1.3,0.5
2019,7,21,07:00,UTC,0,1016.7,54,0,-1,22.6,12.7,39574,177,2.3,1.3
2019,7,21,08:00,UTC,0,1016.4,43,0,-1,24.1,10.7,37042,189,3.1,1.8
2019,7,21,09:00,UTC,0,1016.3,43,0,-1,24.3,10.9,32122,202,4.3,2.6
2019,7,21,10:00,UTC,0,1016.1,40,0,-1,26,11.3,34191,219,5.4,3.6
2019,7,21,11:00,UTC,0,1016,39,0,-1,25.6,10.5,34283,280,4.1,2.8
2019,7,21,12:00,UTC,5,1015.8,39,0,-1,24.9,9.8,43459,,,
2019,7,21,13:00,UTC,1,1015.4,36,0,-1,25.9,9.7,42707,65,2.1,1.1
2019,7,21,14:00,UTC,3,1015,35,0,-1,26.1,9.6,45532,43,3.2,2.4
2019,7,21,15:00,UTC,0,1014.7,35,0,-1,26.2,9.6,40483,20,2,1.4
2019,7,21,16:00,UTC,1,1014.4,34,0,-1,26.3,9.2,48119,161,3.8,2.3
2019,7,21,17:00,UTC,0,1014.2,37,0,-1,25.6,9.9,50000,155,3.6,2.3
2019,7,21,18:00,UTC,0,1014.2,40,0,-1,24.6,10.3,50000,132,3.1,2.1
2019,7,21,19:00,UTC,1,1014.4,58,0,-1,20.7,12.2,50000,228,4.6,2.4
2019,7,21,20:00,UTC,0,1014.5,70,0,-1,17.8,12.3,50000,355,1.5,1
2019,7,21,21:00,UTC,1,1014.6,84,0,-1,15.9,13.1,50000,85,1.1,0.6
2019,7,21,22:00,UTC,1,1014.9,90,0,-1,14.2,12.5,46486,9,1.1,0.7
2019,7,21,23:00,UTC,0,1015,89,0,-1,13.8,12,43972,0,0,0
2019,7,22,00:00,UTC,0,1015.2,91,0,-1,12.8,11.4,37770,325,1.6,1.2
2019,7,22,01:00,UTC,1,1015.3,94,0,-1,11.5,10.6,44924,100,1.2,1
2019,7,22,02:00,UTC,0,1015.2,93,0,-1,11.4,10.3,43263,0,0,0
2019,7,22,03:00,UTC,0,1015.1,91,0,-1,12,10.6,40999,13,1.5,0.9
2019,7,22,04:00,UTC,0,1014.7,80,0,-1,16.6,13.1,42321,49,1.1,0.5
2019,7,22,05:00,UTC,0,1014.6,67,0,-1,18.4,12.2,38133,73,1.6,1.1
2019,7,22,06:00,UTC,0,1014.5,65,0,-1,20.4,13.6,32724,89,3.1,2
2019,7,22,07:00,UTC,0,1014.2,54,0,-1,23.6,13.7,33300,115,3.6,1.9
2019,7,22,08:00,UTC,0,1013.8,43,0,-1,25.8,12.2,42971,112,4.7,2.9
2019,7,22,09:00,UTC,1,1013.9,36,0,-1,25.6,9.5,40854,105,7.2,4.1
2019,7,22,10:00,UTC,1,1013.8,34,0,-1,26.3,9,34842,122,6.5,3.4
2019,7,22,11:00,UTC,4,1013.7,37,0,-1,27.3,11.4,35762,110,6.3,3.8
2019,7,22,12:00,UTC,1,1013.3,31,0,-1,27.1,8.5,32596,138,7,4.2
2019,7,22,13:00,UTC,0,1012.9,34,0,-1,26.5,9.5,40089,133,4.5,3.3
2019,7,22,14:00,UTC,2,1012.7,32,0,-1,26.9,8.9,43943,110,3.7,1.7
2019,7,22,15:00,UTC,7,1012.7,41,0,-1,25.2,11,45624,99,4.4,2.3
2019,7,22,16:00,UTC,7,1012.6,45,0,-1,24.7,12,43411,103,4.6,2.1
2019,7,22,17:00,UTC,3,1012.5,35,0,-1,25.6,9,50000,148,5.3,3.6
2019,7,22,18:00,UTC,1,1012.5,40,0,-1,24.1,9.7,50000,152,2.9,2.2
2019,7,22,19:00,UTC,4,1013.2,62,0,-1,21.6,14.1,50000,232,2.6,1.7
2019,7,22,20:00,UTC,0,1013.6,78,0,-1,18.5,14.5,42622,214,3.4,2.2
2019,7,22,21:00,UTC,0,1014,81,0,-1,16.3,13.1,47642,0,0,0
2019,7,22,22:00,UTC,0,1014.4,89,0,-1,13.8,12,44652,14,1,0.8
2019,7,22,23:00,UTC,0,1014.6,95,0,-1,13.3,12.6,29616,0,0,0
2019,7,23,00:00,UTC,0,1014.7,98,0,-1,12.4,12.1,16295,9,1.4,1.2
2019,7,23,01:00,UTC,0,1015,99,0,-1,11,10.9,4287,20,1,0.8
2019,7,23,02:00,UTC,0,1015,99,0,-1,10.8,10.7,10945,350,1.5,1.1
2019,7,23,03:00,UTC,0,1015.1,94,0,-1,11.8,11,23100,56,0.8,0.5
2019,7,23,04:00,UTC,0,1015.2,90,0,-1,14.7,13.2,25724,140,1.2,0.6
2019,7,23,05:00,UTC,0,1015.3,82,0,-1,17.5,14.3,33409,0,0,0
2019,7,23,06:00,UTC,0,1015.2,77,0,-1,19.2,15,29198,40,1.8,0.7
2019,7,23,07:00,UTC,0,1015.3,72,0,-1,20.5,15.2,38405,216,2.4,0.9
2019,7,23,08:00,UTC,0,1015.5,68,0,-1,22.2,15.9,37878,126,2.9,1.5
2019,7,23,09:00,UTC,3,1015.5,61,0,-1,23.7,15.7,34845,224,3.2,1.4
2019,7,23,10:00,UTC,1,1015.3,61,0,-1,23.1,15.3,43551,222,3.4,2.1
2019,7,23,11:00,UTC,1,1015.1,61,0,-1,23.1,15.2,43581,266,4.4,3.1
2019,7,23,12:00,UTC,7,1014.7,49,0,-1,25.5,14,29012,254,5.5,3.6
2019,7,23,13:00,UTC,2,1015,44,0,-1,25.5,12.2,42975,205,2.9,1.1
2019,7,23,14:00,UTC,7,1015.9,65,0,-1,20.2,13.5,49311,110,5.5,2.2
2019,7,23,15:00,UTC,7,1015.5,94,1,-1,18,17,13529,296,3.9,2.4
2019,7,23,16:00,UTC,7,1015.9,87,0,-1,19.1,16.9,41867,49,4.5,2.6
2019,7,23,17:00,UTC,7,1015.7,82,0,-1,19.9,16.6,44371,27,3.5,2.5
2019,7,23,18:00,UTC,4,1015.9,78,0,-1,20.2,16.3,37553,51,1.6,1
2019,7,23,19:00,UTC,0,1016.2,86,0,-1,18.2,15.9,46504,15,2.2,1.6
2019,7,23,20:00,UTC,0,1016.3,95,0,-1,16.6,15.8,25039,351,1.7,1
2019,7,23,21:00,UTC,0,1016.4,98,0,-1,15.3,15,4128,0,0,0
2019,7,23,22:00,UTC,0,1016.7,99,0,-1,13.2,13,3493,329,1.2,0.8
2019,7,23,23:00,UTC,4,1016.8,99,0,-1,12.2,12.1,1802,0,0,0
2019,7,24,00:00,UTC,1,1016.9,100,0,-1,12.2,12.2,4169,286,0.9,0.5
2019,7,24,01:00,UTC,9,1017,100,0,-1,11.2,11.2,470,216,1.2,0.5
2019,7,24,02:00,UTC,9,1017.1,100,0,-1,10.1,10,193,0,0,0
2019,7,24,03:00,UTC,9,1017.2,100,0,-1,11.3,11.3,257,0,0,0
2019,7,24,04:00,UTC,9,1017.3,100,0,-1,13.3,13.3,882,0,0,0
2019,7,24,05:00,UTC,0,1017.3,91,0,-1,17.1,15.6,31775,243,1.3,0.5
2019,7,24,06:00,UTC,0,1017.1,81,0,-1,19.8,16.3,34813,218,1.8,1
2019,7,24,07:00,UTC,0,1017.1,71,0,-1,21.5,15.9,43086,262,3.8,1.7
2019,7,24,08:00,UTC,0,1017,65,0,-1,22.5,15.7,32620,275,3.6,2.3
2019,7,24,09:00,UTC,0,1016.9,59,0,-1,23.8,15.4,33451,263,4.8,2.7
2019,7,24,10:00,UTC,4,1016.8,58,0,-1,24.5,15.8,43814,247,4.1,2.5
2019,7,24,11:00,UTC,2,1016.4,47,0,-1,25.4,13.2,34520,286,5.1,2.9
2019,7,24,12:00,UTC,1,1016.4,48,0,-1,25.2,13.5,34030,310,5.5,2.9
2019,7,24,13:00,UTC,4,1016.2,52,0,-1,25.3,14.7,31762,323,4.1,2.7
2019,7,24,14:00,UTC,1,1016,48,0,-1,25.6,13.7,43417,330,4.5,3.1
2019,7,24,15:00,UTC,4,1015.8,45,0,-1,25.6,12.9,48382,326,5.5,3
2019,7,24,16:00,UTC,0,1015.8,51,0,-1,25.2,14.2,50000,313,4.2,2.5
2019,7,24,17:00,UTC,0,1016,60,0,-1,23.7,15.4,48251,328,5.4,3.7
